id,name
HP:0002808,Kyphosis
HP:0012480,Abnormal cerebral vein morphology
HP:0033723,Abnormal cerebral venous sinus morphology
HP:0004936,Venous thrombosis
HP:0100659,Abnormal cerebral vascular morphology
HP:0009145,Abnormal cerebral artery morphology
HP:0011004,Abnormal systemic arterial morphology
HP:0000035,Abnormal testis morphology
HP:0000028,Cryptorchidism
HP:0000682,Abnormal dental enamel morphology
HP:0000685,Hypoplasia of teeth
HP:3000050,Abnormal odontoid tissue morphology
HP:0003043,Abnormal shoulder morphology
HP:0001217,Clubbing
HP:0011968,Feeding difficulties
HP:0008872,Feeding difficulties in infancy
HP:0033454,Tube feeding
HP:0000202,Orofacial cleft
HP:0000961,Cyanosis
HP:0001273,Abnormal corpus callosum morphology
HP:0002788,Recurrent upper respiratory tract infections
HP:0001697,Abnormal pericardium morphology
HP:0020104,Unusual protozoan infection
HP:0007663,Reduced visual acuity
HP:0011772,Abnormal thyroid morphology
HP:0000233,Thin vermilion border
HP:0011339,Abnormality of upper lip vermillion
HP:0000168,Abnormality of the gingiva
HP:0030313,Abnormal periosteum morphology
HP:0001637,Abnormal myocardium morphology
HP:0001638,Cardiomyopathy
HP:0031399,Abnormal proportion of double-negative alpha-beta regulatory T cell
HP:0034345,Mendelian inheritance
HP:0000005,Mode of inheritance
HP:0000549,Abnormal conjugate eye movement
HP:0000496,Abnormality of eye movement
HP:0000821,Hypothyroidism
HP:0004097,Deviation of finger
HP:0009484,Deviation of the hand or of fingers of the hand
HP:0100678,Premature skin wrinkling
HP:0007495,Prematurely aged appearance
HP:0000606,Abnormality of the periorbital region
HP:0003808,Abnormal muscle tone
HP:0001876,Pancytopenia
HP:0100827,Lymphocytosis
HP:0002955,Granulomatosis
HP:0011077,Abnormality of molar
HP:0006479,Abnormal dental pulp morphology
HP:0006486,Abnormal dental root morphology
HP:0011070,Abnormal molar morphology
HP:0011071,Abnormal permanent molar morphology
HP:0005656,Positional foot deformity
HP:0000968,Ectodermal dysplasia
HP:0001707,Abnormal right ventricle morphology
HP:0002120,Cerebral cortical atrophy
HP:0001631,Atrial septal defect
HP:0003202,Skeletal muscle atrophy
HP:0020177,"Abnormal proportion of CD8-positive, alpha-beta TEMRA T cells"
HP:0033993,Viral encephalitis
HP:0002383,Infectious encephalitis
HP:5200241,Recurrent maladaptive behavior
HP:0002818,Abnormal morphology of the radius
HP:0045008,Abnormal shape of the radius
HP:0006487,Bowing of the long bones
HP:0006488,Bowing of the arm
HP:0003956,Bowed forearm bones
HP:0005930,Abnormal epiphysis morphology
HP:0430048,Intracranial calcification
HP:0034221,Abnormal temporal lobe morphology
HP:0010766,Ectopic calcification
HP:0002514,Cerebral calcification
HP:0008661,Urethral stenosis
HP:0000796,Urethral obstruction
HP:0010438,Abnormal ventricular septum morphology
HP:0008771,Aplasia/Hypoplasia of the ear
HP:0008772,Aplasia/Hypoplasia of the external ear
HP:0008551,Microtia
HP:0012547,Abnormal involuntary eye movements
HP:0004298,Abnormality of the abdominal wall
HP:0004299,Hernia of the abdominal wall
HP:0001551,Abnormal umbilicus morphology
HP:0010866,Abdominal wall defect
HP:0100790,Hernia
HP:0000123,Nephritis
HP:0032183,Decreased proportion of memory T cells
HP:0002017,Nausea and vomiting
HP:0030829,Abnormal breath sound
HP:0003045,Abnormal patella morphology
HP:0003336,Abnormal enchondral ossification
HP:0100491,Abnormality of lower limb joint
HP:0034669,Abnormal knee morphology
HP:0002815,Abnormality of the knee
HP:0006536,Airway obstruction
HP:0011876,Abnormal platelet volume
HP:0011877,Increased mean platelet volume
HP:0410294,Decreased specific antibody response to protein vaccine
HP:0002763,Abnormal cartilage morphology
HP:0100593,Calcification of cartilage
HP:3000022,Abnormality of cartilage of external ear
HP:0001297,Stroke
HP:0002637,Cerebral ischemia
HP:0025722,Cerebral infarct
HP:0009473,Joint contracture of the hand
HP:0100360,Upper-limb joint contracture
HP:0100490,Camptodactyly of finger
HP:0003121,Limb joint contracture
HP:0001220,Interphalangeal joint contracture of finger
HP:0009810,Abnormality of upper limb joint
HP:0012385,Camptodactyly
HP:0012785,Flexion contracture of finger
HP:0006261,Abnormal phalangeal joint morphology of the hand
HP:0034681,Finger joint contracture
HP:0005406,Recurrent bacterial skin infections
HP:0002722,Recurrent abscess formation
HP:0031292,Cutaneous abscess
HP:0012288,Neoplasm of head and neck
HP:0012289,Facial neoplasm
HP:0100630,Neoplasia of the nasopharynx
HP:0012720,Neoplasm of the nose
HP:0100606,Neoplasm of the respiratory system
HP:0033432,Opportunistic viral infection
HP:0000834,Abnormality of the adrenal glands
HP:0011733,Abnormality of adrenal physiology
HP:0001751,Abnormal vestibular function
HP:0410379,"Abnormal proportion of CD4-positive, alpha-beta memory T cells"
HP:0410391,"Increased proportion of CD4-positive, alpha-beta memory T cells"
HP:0032219,Increased proportion of CD4-positive T cells
HP:0000677,Oligodontia
HP:0002728,Chronic mucocutaneous candidiasis
HP:0012176,Abnormal natural killer cell morphology
HP:0012116,Abnormal circulating albumin concentration
HP:0002720,Decreased circulating IgA level
HP:0032443,Past medical history
HP:0430103,Past surgical history
HP:0000998,Hypertrichosis
HP:0002219,Facial hypertrichosis
HP:0001880,Eosinophilia
HP:0008064,Ichthyosis
HP:0030875,Abnormality of pulmonary circulation
HP:0000691,Microdontia
HP:0031397,Decreased proportion of naive T cells
HP:0011035,Abnormal renal cortex morphology
HP:0031263,Abnormal renal corpuscle morphology
HP:0000095,Abnormal renal glomerulus morphology
HP:0012575,Abnormal nephron morphology
HP:0100543,Cognitive impairment
HP:0000889,Abnormal clavicle morphology
HP:0000419,Abnormal nasal septum morphology
HP:0008046,Abnormal retinal vascular morphology
HP:0500267,Abnormal proportion of CD4-positive helper T cells
HP:0032218,Decreased proportion of CD4-positive T cells
HP:0020085,Infection following live vaccination
HP:0002013,Vomiting
HP:0000282,Facial edema
HP:0010161,Abnormal toe phalanx morphology
HP:0410299,Decreased specific antibody response to polysaccharide vaccine
HP:0410373,Abnormal proportion of naive CD4 T cells
HP:0006711,Aplasia/Hypoplasia involving bones of the thorax
HP:0006710,Aplasia/Hypoplasia of the clavicles
HP:0032064,Gastrointestinal eosinophilia
HP:0100633,Esophagitis
HP:0025580,Abnormal right atrium morphology
HP:0007546,Linear hyperpigmentation
HP:0000278,Retrognathia
HP:0000347,Micrognathia
HP:0009116,Aplasia/Hypoplasia involving bones of the skull
HP:0009118,Aplasia/Hypoplasia of the mandible
HP:0500033,Abnormal natural killer subset distribution
HP:0040089,Abnormal natural killer cell count
HP:0100806,Sepsis
HP:0001287,Meningitis
HP:0010786,Urinary tract neoplasm
HP:0005584,Renal cell carcinoma
HP:0007379,Neoplasm of the genitourinary tract
HP:0009726,Renal neoplasm
HP:0008056,Aplasia/Hypoplasia affecting the eye
HP:0008057,Aplasia/Hypoplasia affecting the fundus
HP:0004349,Reduced bone mineral density
HP:0032245,Abnormal metabolism
HP:0012345,Abnormal glycosylation
HP:0012346,Abnormal protein glycosylation
HP:0012347,Abnormal protein N-linked glycosylation
HP:0012349,Abnormal sialylation of N-linked protein glycosylation
HP:0007370,Aplasia/Hypoplasia of the corpus callosum
HP:0001274,Agenesis of corpus callosum
HP:0033725,Thin corpus callosum
HP:0004340,Abnormality of vitamin B metabolism
HP:0004341,Abnormality of vitamin B12 metabolism
HP:0100508,Abnormality of vitamin metabolism
HP:0001382,Joint hypermobility
HP:0430046,Small joint hypermobilty
HP:0010609,Skin tags
HP:0034889,Positive urine infectious agent nucleic acid test
HP:0002246,Abnormal duodenum morphology
HP:0012848,Small intestinal stenosis
HP:0002101,Abnormal lung lobation
HP:4000059,Abnormal lung development
HP:0004295,Abnormal gastric mucosa morphology
HP:0012795,Abnormal optic disc morphology
HP:0000736,Short attention span
HP:5200044,Reduced attention regulation
HP:0000734,Disinhibition
HP:0000752,Hyperactivity
HP:0004798,Recurrent infection of the gastrointestinal tract
HP:0010787,Genital neoplasm
HP:0030416,Vulvar neoplasm
HP:0033020,Female reproductive system neoplasm
HP:0002103,Abnormal pleura morphology
HP:0004400,Abnormality of the pylorus
HP:0200034,Papule
HP:0100587,Abnormal preputium morphology
HP:0003040,Arthropathy
HP:0005195,Polyarticular arthropathy
HP:0011767,Abnormality of the parathyroid physiology
HP:0000828,Abnormality of the parathyroid gland
HP:0031411,Abnormal chromosome morphology
HP:0031412,Abnormal telomere morphology
HP:0003117,Abnormal circulating hormone concentration
HP:0000846,Adrenal insufficiency
HP:0008207,Primary adrenal insufficiency
HP:0012111,Abnormality of circulating glucocorticoid level
HP:0011731,Abnormality of circulating cortisol level
HP:0000614,Abnormal nasolacrimal system morphology
HP:0011479,Abnormal lacrimal punctum morphology
HP:0004360,Abnormality of acid-base homeostasis
HP:0001941,Acidosis
HP:0001942,Metabolic acidosis
HP:0000124,Renal tubular dysfunction
HP:0005435,Impaired T cell function
HP:0031379,Abnormal T cell proliferation
HP:0031842,Lymphangiectasis
HP:0001446,Abnormality of the musculature of the upper limbs
HP:0000782,Abnormal scapula morphology
HP:0001435,Abnormality of the shoulder girdle musculature
HP:0007556,Plantar hyperkeratosis
HP:0100871,Abnormal palm morphology
HP:0010765,Palmar hyperkeratosis
HP:0040211,Abnormal skin morphology of the palm
HP:0000962,Hyperkeratosis
HP:0001276,Hypertonia
HP:0000140,Abnormality of the menstrual cycle
HP:0030012,Abnormal female reproductive system physiology
HP:0010719,Abnormality of hair texture
HP:0100646,Thyroiditis
HP:0033763,Death in adulthood
HP:0012368,Flat face
HP:0012811,Wide nasal ridge
HP:0000952,Jaundice
HP:0010808,Protruding tongue
HP:0002958,Immune dysregulation
HP:0001045,Vitiligo
HP:0002901,Hypocalcemia
HP:0002910,Elevated circulating hepatic transaminase concentration
HP:0032247,Persistent CMV viremia
HP:0003316,Butterfly vertebrae
HP:0020114,Persistent human papillomavirus infection
HP:0002007,Frontal bossing
HP:0025343,Lupus anticoagulant
HP:0200149,CSF lymphocytic pleiocytosis
HP:0500270,Increased proportion of gamma-delta T cells
HP:0030783,Increased circulating interleukin 6 concentration
HP:0000643,Blepharospasm
HP:0200029,Vasculitis in the skin
HP:0005359,Aplasia of the thymus
HP:0012490,Panniculitis
HP:0031695,Severe parainfluenza infection
HP:0040049,Macular edema
HP:0025526,Psoriasiform lesion
HP:0011109,Chronic sinusitis
HP:0012632,Abnormal intraocular pressure
HP:0000286,Epicanthus
HP:0005942,Desquamative interstitial pneumonitis
HP:0010576,Intracranial cystic lesion
HP:0033637,Anti-endomysial antibody positivity
HP:0001007,Hirsutism
HP:0000729,Autistic behavior
HP:0000963,Thin skin
HP:0032168,Clostridium difficile colitis
HP:0007440,Generalized hyperpigmentation
HP:0010628,Facial palsy
HP:0032170,Severe varicella zoster infection
HP:0001525,Severe failure to thrive
HP:0000545,Myopia
HP:0500094,Latex allergy
HP:0000689,Dental malocclusion
HP:0001511,Intrauterine growth retardation
HP:0033185,Triggered by EBV infection
HP:0001328,Specific learning disability
HP:0410396,"Increased proportion of central memory CD8-positive, alpha-beta T cells"
HP:0009237,Short 5th finger
HP:0410303,Complete or near-complete absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine
HP:0001789,Hydrops fetalis
HP:0000276,Long face
HP:0010997,Chromosomal breakage induced by ionizing radiation
HP:0000421,Epistaxis
HP:0031382,Decreased lymphocyte proliferation in response to anti-CD3
HP:0011107,Recurrent aphthous stomatitis
HP:0032118,Retinitis
HP:0012191,B-cell lymphoma
HP:0010451,Aplasia/Hypoplasia of the spleen
HP:0032185,Disseminated molluscum contagiosum
HP:0002218,Silver-gray hair
HP:0002136,Broad-based gait
HP:0003237,Increased circulating IgG level
HP:0003819,Death in childhood
HP:0000218,High palate
HP:0003493,Antinuclear antibody positivity
HP:0000974,Hyperextensible skin
HP:0002863,Myelodysplasia
HP:0001051,Seborrheic dermatitis
HP:0001047,Atopic dermatitis
HP:0100590,Rectal fistula
HP:0002098,Respiratory distress
HP:0011342,Mild global developmental delay
HP:0033214,Recurrent viral pneumonia
HP:0000316,Hypertelorism
HP:0000778,Hypoplasia of the thymus
HP:0200042,Skin ulcer
HP:0005479,Decreased circulating IgE
HP:0002020,Gastroesophageal reflux
HP:0001385,Hip dysplasia
HP:0001010,Hypopigmentation of the skin
HP:0001882,Leukopenia
HP:0005365,Severe B lymphocytopenia
HP:0004854,Intermittent thrombocytopenia
HP:0033351,Candida esophagitis
HP:0100874,Thick hair
HP:0020099,Severe norovirus infection
HP:0001399,Hepatic failure
HP:0000437,Depressed nasal tip
HP:0006335,Persistence of primary teeth
HP:0003025,Metaphyseal irregularity
HP:0011332,Hemifacial hypoplasia
HP:0005523,Lymphoproliferative disorder
HP:0001025,Urticaria
HP:0410257,Neutrophilia in presence of infection
HP:0002726,Recurrent Staphylococcus aureus infections
HP:0011002,Osteopetrosis
HP:0000448,Prominent nose
HP:0002732,Lymph node hypoplasia
HP:0001998,Neonatal hypoglycemia
HP:0001009,Telangiectasia
HP:0001269,Hemiparesis
HP:0009755,Ankyloblepharon
HP:0002741,Recurrent Serratia marcescens infections
HP:0000823,Delayed puberty
HP:0000253,Progressive microcephaly
HP:0000410,Mixed hearing impairment
HP:0000680,Delayed eruption of primary teeth
HP:0003084,Fractures of the long bones
HP:0000989,Pruritus
HP:0003193,Allergic rhinitis
HP:0003281,Increased circulating ferritin concentration
HP:0200039,Pustule
HP:0040042,Aplasia of the eccrine sweat glands
HP:0006956,Lateral ventricle dilatation
HP:0001806,Onycholysis
HP:0001055,Erysipelas
HP:0002611,Cholestatic liver disease
HP:0005422,Absence of CD8-positive T cells
HP:0000958,Dry skin
HP:0025092,Epidermal acanthosis
HP:0000581,Blepharophimosis
HP:0012192,Cutaneous T-cell lymphoma
HP:0006946,Recurrent meningitis
HP:0410030,Cleft lip
HP:0001337,Tremor
HP:0003261,Increased circulating IgA level
HP:0000768,Pectus carinatum
HP:0032326,Methicillin-resistant Staphylococcus aureus infection
HP:0011900,Hypofibrinogenemia
HP:0011147,Typical absence seizure
HP:0000957,Cafe-au-lait spot
HP:0032262,Pulmonary tuberculosis
HP:0033164,Focal active colitis
HP:0001433,Hepatosplenomegaly
HP:0032252,Granuloma
HP:0007427,Reticulated skin pigmentation
HP:0033222,Decreased CD4:CD8 ratio
HP:0006342,Peg-shaped maxillary lateral incisors
HP:0011114,Defective production of NFKB1-dependent cytokines
HP:0000695,Natal tooth
HP:0002754,Osteomyelitis
HP:0005428,Severe recurrent varicella
HP:0030084,Clinodactyly
HP:0006527,Lymphocytic interstitial pneumonia
HP:0030388,Decreased proportion of class-switched memory B cells
HP:0031245,Productive cough
HP:0011227,Elevated circulating C-reactive protein concentration
HP:0002840,Lymphadenitis
HP:0012178,Reduced natural killer cell activity
HP:0005366,Recurrent streptococcus pneumoniae infections
HP:0011275,Recurrent mycobacterium avium complex infections
HP:0008320,Impaired collagen-induced platelet aggregation
HP:0031545,Abnormally low T cell receptor excision circle level
HP:0010783,Erythema
HP:0000966,Hypohidrosis
HP:0034286,Pneumocystis carinii pneumonia
HP:0002573,Hematochezia
HP:0000470,Short neck
HP:0002110,Bronchiectasis
HP:0002848,Decreased specific anti-polysaccharide antibody level
HP:0002750,Delayed skeletal maturation
HP:0000343,Long philtrum
HP:0011473,Villous atrophy
HP:0002829,Arthralgia
HP:0033000,Subglottic laryngitis
HP:0001403,Macrovesicular hepatic steatosis
HP:0005257,Thoracic hypoplasia
HP:0032438,Platelet anisocytosis
HP:0040334,Purulent rhinitis
HP:0025474,Erythematous plaque
HP:4000034,Infection-associated lymphopenia
HP:0002133,Status epilepticus
HP:0011944,Small vessel vasculitis
HP:0031380,Abnormal B cell proliferation
HP:0003022,Hypoplasia of the ulna
HP:0011131,Perianal dermatitis
HP:0025064,Thalamic hemorrhage
HP:0040197,Encephalomalacia
HP:0000494,Downslanted palpebral fissures
HP:0008905,Rhizomelia
HP:0000158,Macroglossia
HP:0034295,Reduced cerebral white matter volume
HP:0012092,Abnormality of exocrine pancreas physiology
HP:0000455,Broad nasal tip
HP:0031398,Increased proportion of naive T cells
HP:0000599,Abnormality of the frontal hairline
HP:0002232,Patchy alopecia
HP:0040311,Symmetric polyarthritis
HP:0002236,Frontal upsweep of hair
HP:0002972,Reduced delayed hypersensitivity
HP:0000298,Mask-like facies
HP:0550004,Verruca plana
HP:0100651,Type I diabetes mellitus
HP:0002171,Gliosis
HP:0000135,Hypogonadism
HP:0032216,Lymphocytic infiltration of the colorectal mucosa
HP:0000883,Thin ribs
HP:0040079,Irregular dentition
HP:0002024,Malabsorption
HP:0000970,Anhidrosis
HP:0011330,Metopic synostosis
HP:0000369,Low-set ears
HP:0000668,Hypodontia
HP:0032518,Disseminated dermatophytosis
HP:0012312,Monocytopenia
HP:0040052,Abnormality of lower eyelashes
HP:0000518,Cataract
HP:0002740,Recurrent E. coli infections
HP:0002742,Recurrent Klebsiella infections
HP:0020103,Invasive pulmonary aspergillosis
HP:0012133,Erythroid hypoplasia
HP:0030813,Absent tonsils
HP:0410338,Plant product allergy
HP:0000280,Coarse facial features
HP:0020102,Pneumocystis jirovecii pneumonia
HP:0000582,Upslanted palpebral fissure
HP:0000491,Keratitis
HP:0410255,Transient neutropenia
HP:0045075,Sparse eyebrow
HP:0025439,Pharyngitis
HP:0002243,Protein-losing enteropathy
HP:0000047,Hypospadias
HP:0000411,Protruding ear
HP:0025163,Abnormal optic chiasm morphology
HP:0032336,Increased circulating specific IgE antibody
HP:0032564,Ileitis
HP:0003270,Abdominal distention
HP:0002650,Scoliosis
HP:0001531,Failure to thrive in infancy
HP:0031808,Decreased basophil count
HP:0008940,Generalized lymphadenopathy
HP:0005419,Decreased T cell activation
HP:0032435,Neonatal omphalitis
HP:0010444,Pulmonary insufficiency
HP:0410028,Recurrent oral herpes
HP:0410397,Bronchiolectasis
HP:0005681,Juvenile rheumatoid arthritis
HP:0011749,Adrenocorticotropic hormone excess
HP:0030257,Freckled genitalia
HP:0001727,Thromboembolic stroke
HP:0002162,Low posterior hairline
HP:0034241,Prenatal death
HP:0410331,Nut food product allergy
HP:0004432,Agammaglobulinemia
HP:0008897,Postnatal growth retardation
HP:0000574,Thick eyebrow
HP:0004629,Small cervical vertebral bodies
HP:0002415,Leukodystrophy
HP:0004430,Severe combined immunodeficiency
HP:0010620,Malar prominence
HP:0004467,Preauricular pit
HP:0005425,Recurrent sinopulmonary infections
HP:0007359,Focal-onset seizure
HP:0001682,Subvalvular aortic stenosis
HP:0100825,Cheilitis
HP:0001712,Left ventricular hypertrophy
HP:0000207,Triangular mouth
HP:0012745,Short palpebral fissure
HP:0033253,Reduced circulating interferon gamma concentration
HP:0002652,Skeletal dysplasia
HP:0002275,Poor motor coordination
HP:0000126,Hydronephrosis
HP:0003249,Genital ulcers
HP:0033399,Persistent fever
HP:0004691,2-3 toe syndactyly
HP:0025044,Lung abscess
HP:0000980,Pallor
HP:0001541,Ascites
HP:0032339,Polyclonal elevation of circulating IgE
HP:0000265,Mastoiditis
HP:0003496,Increased circulating IgM level
HP:0000506,Telecanthus
HP:0030991,Sclerosing cholangitis
HP:0007874,Almond-shaped palpebral fissure
HP:0031891,Decreased eosinophil count
HP:0040186,Maculopapular exanthema
HP:0002113,Pulmonary infiltrates
HP:0009778,Short thumb
HP:0002849,Absence of lymph node germinal center
HP:0031417,Rhinorrhea
HP:0005376,Recurrent Haemophilus influenzae infections
HP:0005280,Depressed nasal bridge
HP:0012476,Decreased specific pneumococcal antibody level
HP:0011949,Acute infectious pneumonia
HP:0100704,Cerebral visual impairment
HP:0033628,Bowel irritability
HP:0200124,Chronic hepatitis due to cryptosporidium infection
HP:0006528,Chronic lung disease
HP:0005352,Severe T-cell immunodeficiency
HP:0000248,Brachycephaly
HP:0001824,Weight loss
HP:0002961,Dysgammaglobulinemia
HP:0033677,Acute respiratory distress syndrome
HP:0000670,Carious teeth
HP:0002223,Absent eyebrow
HP:0000089,Renal hypoplasia
HP:0011371,Recurrent viral skin infections
HP:0020072,Persistent EBV viremia
HP:0001518,Small for gestational age
HP:0002209,Sparse scalp hair
HP:0000402,Stenosis of the external auditory canal
HP:0001973,Autoimmune thrombocytopenia
HP:0003095,Septic arthritis
HP:0030717,Meconium peritonitis
HP:0000613,Photophobia
HP:0005401,Recurrent candida infections
HP:0100582,Nasal polyposis
HP:0002574,Episodic abdominal pain
HP:0000540,Hypermetropia
HP:0002023,Anal atresia
HP:0003565,Elevated erythrocyte sedimentation rate
HP:0001212,Prominent fingertip pads
HP:0002058,Myopathic facies
HP:0200119,Acute hepatitis
HP:0001522,Death in infancy
HP:0008348,Decreased circulating IgG2 level
HP:0007165,Periventricular heterotopia
HP:0030381,Increased proportion of transitional B cells
HP:0031368,Intestinal perforation
HP:0002194,Delayed gross motor development
HP:0001394,Cirrhosis
HP:0000637,Long palpebral fissure
HP:0030005,Capillary leak
HP:0004844,Coombs-positive hemolytic anemia
HP:0002516,Increased intracranial pressure
HP:0000358,Posteriorly rotated ears
HP:0000509,Conjunctivitis
HP:0002860,Squamous cell carcinoma
HP:0011950,Bronchiolitis
HP:0033748,Hypoesthesia
HP:0100281,Chronic colitis
HP:0002680,J-shaped sella turcica
HP:0000967,Petechiae
HP:0002789,Tachypnea
HP:0000160,Narrow mouth
HP:0410323,Drug allergy
HP:0033005,Plantar warts
HP:0032894,Seizure precipitated by febrile infection
HP:0100501,Recurrent bronchiolitis
HP:0000100,Nephrotic syndrome
HP:0002040,Esophageal varix
HP:0011102,Ileal atresia
HP:0001894,Thrombocytosis
HP:0002289,Alopecia universalis
HP:0025289,Cervical lymphadenopathy
HP:0002028,Chronic diarrhea
HP:0000527,Long eyelashes
HP:0032323,Periodic fever
HP:0001482,Subcutaneous nodule
HP:0000403,Recurrent otitis media
HP:0004394,Multiple gastric polyps
HP:0001923,Reticulocytosis
HP:0002150,Hypercalciuria
HP:0006254,Elevated circulating alpha-fetoprotein concentration
HP:0001344,Absent speech
HP:0033006,Diffuse alveolar damage
HP:0025725,Type 1 congenital pulmonary airway malformation
HP:0007340,Lower limb muscle weakness
HP:0000490,Deeply set eye
HP:0011229,Broad eyebrow
HP:0004388,Microcolon
HP:0000592,Blue sclerae
HP:0010864,"Intellectual disability, severe"
HP:0000987,Atypical scarring of skin
HP:0002947,Cervical kyphosis
HP:0033724,Cerebral venous sinus thrombosis
HP:0005390,Recurrent opportunistic infections
HP:0100726,Kaposi's sarcoma
HP:0000572,Visual loss
HP:0030252,Absent circulating B cells
HP:0011834,Moyamoya phenomenon
HP:0008689,Bilateral cryptorchidism
HP:0002878,Respiratory failure
HP:0008404,Nail dystrophy
HP:0006297,Enamel hypoplasia
HP:0200021,Down-sloping shoulders
HP:0100759,Clubbing of fingers
HP:0011471,Gastrostomy tube feeding in infancy
HP:0000175,Cleft palate
HP:0200048,Cyanotic episode
HP:0200117,Recurrent upper and lower respiratory tract infections
HP:0011344,Severe global developmental delay
HP:0001701,Pericarditis
HP:0034315,Chronic cough
HP:0020106,Severe giardiasis
HP:0000618,Blindness
HP:0012648,Decreased inflammatory response
HP:0005517,T-cell lymphoma/leukemia
HP:0100649,Neoplasm of the oral cavity
HP:0000348,High forehead
HP:0003347,Impaired lymphocyte transformation with phytohemagglutinin
HP:0000219,Thin upper lip vermilion
HP:0000704,Periodontitis
HP:0000337,Broad forehead
HP:0040165,Periostitis
HP:0002187,"Intellectual disability, profound"
HP:0011108,Recurrent sinusitis
HP:0001723,Restrictive cardiomyopathy
HP:0002851,"Elevated proportion of CD4-negative, CD8-negative, alpha-beta regulatory T cells"
HP:0000007,Autosomal recessive inheritance
HP:0000486,Strabismus
HP:0000238,Hydrocephalus
HP:0000832,Primary hypothyroidism
HP:0004870,Chronic hemolytic anemia
HP:0010557,Overlapping fingers
HP:0012203,Onychomycosis
HP:0000607,Periorbital wrinkles
HP:0032071,Eosinophilic pneumonia
HP:0004385,Protracted diarrhea
HP:0001915,Aplastic anemia
HP:0005404,Increased B cell count
HP:0100313,Cerebral granulomatosis
HP:0031693,Severe Epstein Barr virus infection
HP:0002724,Recurrent Aspergillus infections
HP:0000679,Taurodontia
HP:0001883,Talipes
HP:0007607,Hypohidrotic ectodermal dysplasia
HP:0001890,Autoimmune hemolytic anemia
HP:0004469,Chronic bronchitis
HP:0002553,Highly arched eyebrow
HP:0004387,Enterocolitis
HP:0001648,Cor pulmonale
HP:0031035,Chronic infection
HP:0012395,Seasonal allergy
HP:0012105,Occipital cortical atrophy
HP:0001655,Patent foramen ovale
HP:0000520,Proptosis
HP:0003700,Generalized amyotrophy
HP:0007430,Generalized edema
HP:0500265,"Increased proportion of CD8-positive, alpha-beta TEMRA T cells"
HP:0011133,Increased sensitivity to ionizing radiation
HP:0012302,Herpes simplex encephalitis
HP:0033428,Systemic autoinflammation
HP:0000718,Aggressive behavior
HP:0002986,Radial bowing
HP:0010579,Cone-shaped epiphysis
HP:0007229,Intracerebral periventricular calcifications
HP:0012227,Urethral stricture
HP:0004395,Malnutrition
HP:0001629,Ventricular septal defect
HP:0008569,"Microtia, second degree"
HP:0000639,Nystagmus
HP:0001537,Umbilical hernia
HP:0012330,Pyelonephritis
HP:0410385,"Decreased proportion of CD8-positive, alpha-beta memory T cells"
HP:0002352,Leukoencephalopathy
HP:0002170,Intracranial hemorrhage
HP:0011267,"Microtia, third degree"
HP:0002540,Inability to walk
HP:0030828,Wheezing
HP:0006454,Delayed patellar ossification
HP:0410018,Recurrent ear infections
HP:0006510,Chronic pulmonary obstruction
HP:0002645,Wormian bones
HP:0040185,Macrothrombocytopenia
HP:0410295,Complete or near-complete absence of specific antibody response to tetanus vaccine
HP:0005103,Calcification of the auricular cartilage
HP:0033221,Increased CD4:CD8 ratio
HP:0002140,Ischemic stroke
HP:0000230,Gingivitis
HP:0001215,Camptodactyly of 2nd-5th fingers
HP:0001004,Lymphedema
HP:0000431,Wide nasal bridge
HP:0000445,Wide nose
HP:0100838,Recurrent cutaneous abscess formation
HP:0030830,Crackles
HP:0030072,Paranasal sinus neoplasm
HP:0033431,Cytomegalovirus colitis
HP:0002321,Vertigo
HP:0002714,Downturned corners of mouth
HP:0410393,"Increased proportion of central memory CD4-positive, alpha-beta T cells"
HP:0012225,Oligodontia of primary teeth
HP:0001251,Ataxia
HP:0009098,Chronic oral candidiasis
HP:0003073,Hypoalbuminemia
HP:0003460,Decreased circulating total IgA
HP:0002099,Asthma
HP:0012204,Recurrent vulvovaginal candidiasis
HP:5000011,Anti-GAD65 antibody
HP:0032557,History of bone marrow transplant
HP:0000664,Synophrys
HP:0032061,Hypereosinophilia
HP:0031273,Shock
HP:0007431,Congenital ichthyosiform erythroderma
HP:0002204,Pulmonary embolism
HP:0025419,Pulmonary pneumatocele
HP:0200141,"Small, conical teeth"
HP:4000029,Antigliadin antibody positivity
HP:0410377,Decreased proportion of naive CD8 T cells
HP:0000099,Glomerulonephritis
HP:0002608,Celiac disease
HP:0001289,Confusion
HP:0000895,Lateral clavicle hook
HP:0012189,Hodgkin lymphoma
HP:0000420,Short nasal septum
HP:0025188,Retinal vasculitis
HP:0005407,Decreased proportion of CD4-positive helper T cells
HP:0033834,Malaise
HP:0002725,Systemic lupus erythematosus
HP:0020087,BCGosis
HP:0006538,Recurrent bronchopulmonary infections
HP:0002572,Episodic vomiting
HP:0030049,Brain abscess
HP:0100539,Periorbital edema
HP:0001256,"Intellectual disability, mild"
HP:0100760,Clubbing of toes
HP:0020086,BCGitis
HP:0410301,Partial absence of specific antibody response to unconjugated pneumococcus vaccine
HP:0410378,Decreased proportion of naive CD4 T cells
HP:0000894,Short clavicles
HP:0012736,Profound global developmental delay
HP:0410151,Eosinophilic infiltration of the esophagus
HP:0030718,Right atrial enlargement
HP:0000201,Pierre-Robin sequence
HP:0002643,Neonatal respiratory distress
